time,open,high,low,close,volume,vwap
2021-03-12 04:05:00,118.78937633137433,118.91766925255965,118.20712384291781,118.32554807785809,30429,118.48344705777852
2021-03-12 04:10:00,118.32554807785809,118.63147735145388,118.32554807785809,118.53279048900365,18148,118.48836287988841
2021-03-12 04:15:00,118.48344705777849,118.49331574402352,118.25646727414292,118.26633596038795,15745,118.45172934178227
2021-03-12 04:20:00,118.25646727414292,118.29594201912303,118.2169925291628,118.27620464663296,14532,118.41695697088679
2021-03-12 04:25:00,118.286073332878,118.37489150908323,118.23672990165285,118.25646727414292,9017,118.4038637344079
2021-03-12 04:30:00,118.22686121540785,118.25646727414292,118.12817435295759,118.23672990165285,13163,118.37823189570327
2021-03-12 04:35:00,118.23672990165285,118.42423494030837,118.23672990165285,118.32554807785809,6824,118.37510680158573
2021-03-12 04:40:00,118.31567939161309,118.32554807785809,118.30581070536805,118.30581070536805,3180,118.37331065998437
2021-03-12 04:45:00,118.33541676410313,118.33541676410313,118.26633596038795,118.33541676410313,5350,118.37051031593752
2021-03-12 04:50:00,118.32554807785809,118.34528545034814,118.27620464663296,118.27620464663296,2768,118.36885450726872
2021-03-12 04:55:00,118.286073332878,118.286073332878,118.00975011801728,118.01961880426231,9364,118.34964074147119
2021-03-12 05:00:00,118.18738647042774,118.18738647042774,118.08869960797749,118.10843698046754,3116,118.34439833615191
2021-03-12 05:05:00,118.22686121540785,118.22686121540785,117.97027537303718,117.97027537303718,3246,118.33745317477512
2021-03-12 05:10:00,118.02948749050732,118.08869960797749,118.00975011801728,118.01961880426231,2862,118.33125941237283
2021-03-12 05:15:00,117.99001274552721,118.04922486299738,117.99001274552721,118.04922486299738,2029,118.32687877212425
2021-03-12 05:20:00,118.07883092173245,118.07883092173245,118.07883092173245,118.07883092173245,1458,118.3243180470294
2021-03-12 05:30:00,118.02948749050732,118.02948749050732,118.02948749050732,118.02948749050732,521,118.32323441702806
2021-03-12 05:35:00,118.02948749050732,118.02948749050732,118.02948749050732,118.02948749050732,691,118.3218094321132
2021-03-12 05:40:00,118.34528545034814,118.38476019532824,118.34528545034814,118.34528545034814,5475,118.32316540372872
2021-03-12 05:45:00,118.31567939161309,118.35515413659321,118.22686121540785,118.35515413659321,3237,118.32293464368986
2021-03-12 05:50:00,118.36502282283821,118.39462888157328,118.32554807785809,118.32554807785809,5056,118.32376453213784
2021-03-12 05:55:00,118.36502282283821,118.36502282283821,118.1577804116927,118.1577804116927,3838,118.32144077547827
2021-03-12 06:00:00,118.17751778418273,118.29594201912303,118.1380430392026,118.286073332878,5607,118.31868488800696
2021-03-12 06:05:00,118.29594201912303,118.29594201912303,118.12817435295759,118.19725515667277,4180,118.31593914995099
2021-03-12 06:10:00,118.2169925291628,118.2169925291628,118.08869960797749,118.08869960797749,3299,118.31242406750104
2021-03-12 06:15:00,118.26633596038795,118.30581070536805,118.16764909793768,118.30581070536805,3384,118.31141439766017
2021-03-12 06:20:00,118.32554807785809,118.35515413659321,118.1380430392026,118.35515413659321,12579,118.30950985792248
2021-03-12 06:25:00,118.36502282283821,118.36502282283821,118.20712384291781,118.20712384291781,6142,118.3079446916693
2021-03-12 06:30:00,118.20712384291781,118.32554807785809,118.19725515667277,118.24659858789788,3839,118.306952011347
2021-03-12 06:35:00,118.27620464663296,118.32554807785809,118.26633596038795,118.32554807785809,1578,118.30694303592708
2021-03-12 06:40:00,118.36502282283821,118.58213392022877,118.31567939161309,118.57226523398373,6783,118.31292960061766
2021-03-12 06:45:00,118.49331574402352,118.56239654773873,118.42423494030837,118.54265917524869,3882,118.31654545419046
2021-03-12 06:50:00,118.50318443026856,118.50318443026856,118.29594201912303,118.48344705777849,5245,118.31923323722206
2021-03-12 06:55:00,118.42423494030837,118.50318443026856,118.42423494030837,118.50318443026856,1768,118.32050970752331
2021-03-12 07:00:00,118.57226523398373,118.57226523398373,118.29594201912303,118.42423494030837,2843,118.32192754874985
2021-03-12 07:05:00,118.50318443026856,118.91766925255965,118.41436625406332,118.81898239010937,129297,118.46767961112394
2021-03-12 07:10:00,118.83871976259942,118.87819450757955,118.72029552765913,118.84858844884451,43897,118.50641647931546
2021-03-12 07:15:00,118.82885107635441,118.86832582133451,118.73016421390415,118.75977027263923,24600,118.52283735978824
2021-03-12 07:20:00,118.76963895888424,119.02622480125493,118.76963895888424,118.91766925255965,51006,118.56425982192168
2021-03-12 07:25:00,118.91766925255965,119.02622480125493,118.7499015863942,118.81898239010937,24772,118.5793196175873
2021-03-12 07:30:00,118.7992450176193,118.88806319382456,118.76963895888424,118.84858844884451,15687,118.58719053351705
2021-03-12 07:35:00,118.81898239010937,118.83871976259942,118.67095209643401,118.67095209643401,23988,118.593460342433
2021-03-12 07:40:00,118.68082078267905,118.80911370386437,118.60187129271885,118.80911370386437,44172,118.60465017407651
2021-03-12 07:45:00,118.77950764512929,118.87819450757955,118.69068946892405,118.76963895888424,49483,118.61842624120189
2021-03-12 07:50:00,118.74003290014916,118.87819450757955,118.71042684141408,118.87819450757955,23578,118.62580169607807
2021-03-12 07:55:00,118.87819450757955,118.91766925255965,118.80911370386437,118.87819450757955,18745,118.6325828631193
2021-03-12 08:00:00,118.8584571350895,118.93740662504969,118.81898239010937,118.92753793880469,17788,118.63935643845406
2021-03-12 08:05:00,118.91766925255965,120.50850147525776,118.5229218027586,119.03609348749997,242015,118.82576623178622
2021-03-12 08:10:00,119.00648742876487,119.08543691872507,118.67095209643401,118.7300655270417,79667,118.82600699435417
2021-03-12 08:15:00,118.65121472394395,118.78937633137433,118.62160866520887,118.70055815516909,61770,118.81896567691294
2021-03-12 08:20:00,118.69068946892405,118.89793188006959,118.69068946892405,118.84858844884451,42697,118.81871423187727
2021-03-12 08:25:00,118.81898239010937,118.91766925255965,118.64134603769892,118.65121472394395,63700,118.81428183065518
2021-03-12 08:30:00,118.65121472394395,118.83871976259942,118.64134603769892,118.82885107635441,35574,118.81297323869728
2021-03-12 08:35:00,118.81898239010937,118.91766925255965,118.76963895888424,118.80911370386437,34961,118.81350993970624
2021-03-12 08:40:00,118.80911370386437,118.91766925255965,118.80911370386437,118.89793188006959,23655,118.81465147768445
2021-03-12 08:45:00,118.9078005663146,118.94727531129473,118.81898239010937,118.81898239010937,50580,118.81645224741075
2021-03-12 08:50:00,118.81898239010937,118.86832582133451,118.74003290014916,118.7499015863942,33330,118.81570595175862
2021-03-12 08:55:00,118.73016421390415,118.74003290014916,118.42423494030837,118.62160866520887,104359,118.79995642916305
2021-03-12 09:00:00,118.62160866520887,118.69068946892405,118.54473159936012,118.57226523398373,55115,118.79277822388772
2021-03-12 09:05:00,118.57226523398373,118.57226523398373,118.43410362655338,118.46361099842599,69003,118.77959329084277
2021-03-12 09:10:00,118.44397231279841,118.61173997896385,118.44397231279841,118.58213392022877,40126,118.77382301126363
2021-03-12 09:15:00,118.58213392022877,118.60187129271885,118.39462888157328,118.39462888157328,149387,118.74771055083094
2021-03-12 09:20:00,118.38476019532824,118.50318443026856,118.37489150908323,118.48344705777849,71960,118.73625560933479
2021-03-12 09:25:00,118.46370968528844,118.5229218027586,118.42423494030837,118.49331574402352,63559,118.7277318753896
2021-03-12 09:30:00,118.49331574402352,118.89793188006959,118.48344705777849,118.86832582133451,110089,118.72894027039666
2021-03-12 09:35:00,118.81898239010937,119.00648742876487,118.1577804116927,118.29594201912303,4543702,118.56126886464754
2021-03-12 09:40:00,118.30581070536805,118.35021979347064,117.65447741319636,117.77280296127421,3158071,118.35484515674628
2021-03-12 09:45:00,117.76303296189164,118.02948749050732,117.59526529572621,118.02948749050732,2872504,118.24762283501903
2021-03-12 09:50:00,118.02040829916193,118.07883092173245,117.80250770687174,117.97027537303718,2022025,118.20652326479187
2021-03-12 09:55:00,117.96040668679217,118.32061373473559,117.901194569322,118.27620464663296,2247264,118.20112356536627
2021-03-12 10:00:00,118.2664346472504,118.47357837153349,118.20327505528223,118.36502282283821,1812632,118.21531025634928
2021-03-12 10:05:00,118.36502282283821,118.42423494030837,117.99988143177224,118.4094319109408,2004813,118.2213728677025
2021-03-12 10:10:00,118.41436625406332,118.72029552765913,118.27620464663296,118.45384099904345,1693196,118.24120589090606
2021-03-12 10:15:00,118.43903796967592,118.47357837153349,118.08869960797749,118.21669646857546,1322947,118.2422360411877
2021-03-12 10:20:00,118.20712384291781,118.25646727414292,117.94037325371474,118.04922486299738,1478817,118.23282508286997
2021-03-12 10:25:00,118.03935617675236,118.24659858789788,117.91106325556706,117.97027537303718,1519087,118.22200278742355
2021-03-12 10:30:00,117.9605053736546,118.08869960797749,117.70382084442149,117.85185113809686,1633115,118.2023702027201
2021-03-12 10:35:00,117.87158851058693,118.11830566671257,117.8222450793618,118.04922486299738,1175365,118.19417231139438
2021-03-12 10:40:00,118.04429051987486,118.08869960797749,117.8321137656068,118.03935617675236,1142179,118.18644052743126
2021-03-12 10:45:00,118.03511264166698,118.33472595606597,118.01961880426231,118.26633596038795,1192213,118.18720642484243
2021-03-12 10:50:00,118.25646727414292,118.36502282283821,118.16764909793768,118.32120585591028,892947,118.18986419497321
2021-03-12 10:55:00,118.32485726982094,118.36502282283821,117.88145719683195,117.98507840240472,1595055,118.18462823908737
2021-03-12 11:00:00,117.97027537303718,118.08869960797749,117.8617198243419,118.0245531473848,1168534,118.17827529091073
2021-03-12 11:05:00,118.01961880426231,118.17751778418273,117.85678548121936,117.91599759868951,1191254,118.17194837199331
2021-03-12 11:10:00,117.91106325556706,118.14791172544764,117.87158851058693,117.98014405928221,1041266,118.16719928605157
2021-03-12 11:15:00,117.99001274552721,118.2169925291628,117.96040668679217,118.0590935492424,782148,118.16540444928212
2021-03-12 11:20:00,118.0590935492424,118.26633596038795,118.00975011801728,118.0985682942225,973308,118.16440556554055
2021-03-12 11:25:00,118.11337132359004,118.30581070536805,118.0985682942225,118.2910076760005,685301,118.16555531226192
2021-03-12 11:30:00,118.30087636224552,118.30581070536805,118.17751778418273,118.24166424477535,660901,118.1667873098857
2021-03-12 11:35:00,118.24659858789788,118.30581070536805,118.08869960797749,118.08869960797749,754594,118.16668355907369
